"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36061020901",3673,"MHLTH",15.3,"Mental Health"
"3651000-36061021000",6637,"MHLTH",14.3,"Mental Health"
"3651000-36061021100",10330,"MHLTH",10.7,"Mental Health"
"3651000-36061021200",4412,"MHLTH",10,"Mental Health"
"3651000-36061021303",5619,"MHLTH",14.3,"Mental Health"
"3651000-36061021400",3001,"MHLTH",11.2,"Mental Health"
"3651000-36061021500",3068,"MHLTH",15.9,"Mental Health"
"3651000-36061021600",7556,"MHLTH",11.9,"Mental Health"
"3651000-36005005902",2582,"OBESITY",35.9,"Obesity"
"3651000-36061021800",6617,"MHLTH",14.1,"Mental Health"
"3651000-36061021900",6023,"MHLTH",15.9,"Mental Health"
"3651000-36061022000",5370,"MHLTH",12.7,"Mental Health"
"3651000-36061022102",2175,"MHLTH",11.1,"Mental Health"
"3651000-36061022200",2644,"MHLTH",13.4,"Mental Health"
"3651000-36061022301",7917,"MHLTH",14.6,"Mental Health"
"3651000-36061022302",3385,"MHLTH",14,"Mental Health"
"3651000-36061022400",6427,"MHLTH",16.3,"Mental Health"
"3651000-36061022500",10149,"MHLTH",13.5,"Mental Health"
"3651000-36061022600",3778,"MHLTH",12.9,"Mental Health"
"3651000-36061022700",4864,"MHLTH",12,"Mental Health"
"3651000-36061022800",5248,"MHLTH",14.6,"Mental Health"
"3651000-36061022900",8300,"MHLTH",13.5,"Mental Health"
"3651000-36061023000",8106,"MHLTH",15.4,"Mental Health"
"3651000-36061023100",5865,"MHLTH",13.6,"Mental Health"
"3651000-36061023200",7980,"MHLTH",16.8,"Mental Health"
"3651000-36061023300",6527,"MHLTH",12.9,"Mental Health"
"3651000-36061023400",4465,"MHLTH",14.1,"Mental Health"
"3651000-36061023501",6004,"MHLTH",14.1,"Mental Health"
"3651000-36061023502",1819,"MHLTH",13.7,"Mental Health"
"3651000-36061023600",6404,"MHLTH",12.4,"Mental Health"
"3651000-36061023700",6811,"MHLTH",13.4,"Mental Health"
"3651000-36061023801",9723,"MHLTH",8.8,"Mental Health"
"3651000-36061023802",1938,"MHLTH",10.4,"Mental Health"
"3651000-36061023900",2371,"MHLTH",13.5,"Mental Health"
"3651000-36061024000",1648,"MHLTH",22.5,"Mental Health"
"3651000-36061024100",7642,"MHLTH",12.5,"Mental Health"
"3651000-36061024200",3396,"MHLTH",16.4,"Mental Health"
"3651000-36061024301",3946,"MHLTH",13.3,"Mental Health"
"3651000-36061024302",7370,"MHLTH",18.3,"Mental Health"
"3651000-36061024500",14934,"MHLTH",13.5,"Mental Health"
"3651000-36061024700",7074,"MHLTH",12.8,"Mental Health"
"3651000-36061024900",1101,"MHLTH",13.2,"Mental Health"
"3651000-36061025100",2526,"MHLTH",16.5,"Mental Health"
"3651000-36061025300",11236,"MHLTH",14.7,"Mental Health"
"3651000-36061025500",5771,"MHLTH",11.8,"Mental Health"
"3651000-36061025700",3876,"MHLTH",9.8,"Mental Health"
"3651000-36061025900",3496,"MHLTH",12.4,"Mental Health"
"3651000-36061026100",12087,"MHLTH",15.1,"Mental Health"
"3651000-36061026300",8729,"MHLTH",13.6,"Mental Health"
"3651000-36061026500",7021,"MHLTH",11,"Mental Health"
"3651000-36061026700",2173,"MHLTH",12.2,"Mental Health"
"3651000-36061026900",8428,"MHLTH",15.3,"Mental Health"
"3651000-36061027100",8196,"MHLTH",12.2,"Mental Health"
"3651000-36061027300",6370,"MHLTH",9.1,"Mental Health"
"3651000-36061027500",2846,"MHLTH",9.3,"Mental Health"
"3651000-36061027700",7086,"MHLTH",14.6,"Mental Health"
"3651000-36061027900",10292,"MHLTH",14.3,"Mental Health"
"3651000-36061028100",2867,"MHLTH",8.3,"Mental Health"
"3651000-36061028300",7627,"MHLTH",10.5,"Mental Health"
"3651000-36061028500",7216,"MHLTH",14.3,"Mental Health"
"3651000-36061028700",4035,"MHLTH",12.7,"Mental Health"
"3651000-36061029100",11288,"MHLTH",14.2,"Mental Health"
"3651000-36061029300",9033,"MHLTH",15.4,"Mental Health"
"3651000-36061029500",6941,"MHLTH",11,"Mental Health"
"3651000-36061029700",161,"MHLTH",17.5,"Mental Health"
"3651000-36061029900",3834,"MHLTH",16.6,"Mental Health"
"3651000-36061030300",3753,"MHLTH",13.2,"Mental Health"
"3651000-36061030700",3434,"MHLTH",10.2,"Mental Health"
"3651000-36061030900",8463,"MHLTH",14.2,"Mental Health"
"3651000-36061031703",7709,"MHLTH",7.8,"Mental Health"
"3651000-36005006000",1129,"OBESITY",32.5,"Obesity"
"3651000-36061031704",5677,"MHLTH",7,"Mental Health"
"3651000-36081000100",4949,"MHLTH",8,"Mental Health"
"3651000-36081000200",2829,"MHLTH",11.2,"Mental Health"
"3651000-36081000400",4413,"MHLTH",13.4,"Mental Health"
"3651000-36081000600",3729,"MHLTH",11.8,"Mental Health"
"3651000-36081000700",4790,"MHLTH",8,"Mental Health"
"3651000-36081000800",3360,"MHLTH",11.8,"Mental Health"
"3651000-36081001000",3502,"MHLTH",11.6,"Mental Health"
"3651000-36081001200",3871,"MHLTH",11.1,"Mental Health"
"3651000-36081001400",3683,"MHLTH",10.9,"Mental Health"
"3651000-36081001600",2831,"MHLTH",12,"Mental Health"
"3651000-36081001800",2931,"MHLTH",12.1,"Mental Health"
"3651000-36081001900",1076,"MHLTH",7.8,"Mental Health"
"3651000-36081002000",1797,"MHLTH",10.7,"Mental Health"
"3651000-36081002200",2077,"MHLTH",10.8,"Mental Health"
"3651000-36081002400",2145,"MHLTH",11.6,"Mental Health"
"3651000-36081002500",7571,"MHLTH",18.5,"Mental Health"
"3651000-36081002600",2055,"MHLTH",11.4,"Mental Health"
"3651000-36081002800",3033,"MHLTH",12.5,"Mental Health"
"3651000-36005006100",3713,"OBESITY",31.9,"Obesity"
"3651000-36081003000",1399,"MHLTH",13.3,"Mental Health"
"3651000-36081003100",1388,"MHLTH",10.8,"Mental Health"
"3651000-36081003200",1504,"MHLTH",11.9,"Mental Health"
"3651000-36081003300",2474,"MHLTH",10.4,"Mental Health"
"3651000-36081003400",2201,"MHLTH",12.5,"Mental Health"
"3651000-36081003600",3295,"MHLTH",10.3,"Mental Health"
"3651000-36081003800",2287,"MHLTH",12.5,"Mental Health"
"3651000-36081003900",1592,"MHLTH",14,"Mental Health"
"3651000-36081004001",2134,"MHLTH",13,"Mental Health"
"3651000-36081004002",1270,"MHLTH",12.5,"Mental Health"
"3651000-36081004200",4120,"MHLTH",13,"Mental Health"
"3651000-36081004300",2437,"MHLTH",14.3,"Mental Health"
"3651000-36081004401",3500,"MHLTH",13.7,"Mental Health"
"3651000-36081004500",2975,"MHLTH",8.6,"Mental Health"
"3651000-36081004700",3984,"MHLTH",13,"Mental Health"
"3651000-36081005100",2231,"MHLTH",13,"Mental Health"
"3651000-36081005200",2751,"MHLTH",12.4,"Mental Health"
"3651000-36081005300",5340,"MHLTH",8.5,"Mental Health"
"3651000-36081005400",5257,"MHLTH",12.1,"Mental Health"
"3651000-36005006200",6585,"OBESITY",36.5,"Obesity"
"3651000-36081005500",1067,"MHLTH",10.6,"Mental Health"
"3651000-36081005700",4321,"MHLTH",11.5,"Mental Health"
"3651000-36081005800",5414,"MHLTH",11.5,"Mental Health"
"3651000-36081005900",4169,"MHLTH",10.7,"Mental Health"
"3651000-36081006100",5644,"MHLTH",10.5,"Mental Health"
"3651000-36081006201",5128,"MHLTH",10.5,"Mental Health"
"3651000-36081006202",6253,"MHLTH",12.5,"Mental Health"
"3651000-36081006300",5949,"MHLTH",10.4,"Mental Health"
"3651000-36081006501",3676,"MHLTH",9.9,"Mental Health"
"3651000-36081006502",3853,"MHLTH",11.3,"Mental Health"
"3651000-36081006900",4611,"MHLTH",10.7,"Mental Health"
"3651000-36081007100",3963,"MHLTH",10.3,"Mental Health"
"3651000-36081007300",4231,"MHLTH",10.2,"Mental Health"
"3651000-36081007500",4116,"MHLTH",9.4,"Mental Health"
"3651000-36081007700",1478,"MHLTH",10,"Mental Health"
"3651000-36081007900",3493,"MHLTH",12,"Mental Health"
"3651000-36081008100",1188,"MHLTH",11.7,"Mental Health"
"3651000-36081008300",2950,"MHLTH",11.6,"Mental Health"
"3651000-36081008500",1270,"MHLTH",12.6,"Mental Health"
"3651000-36081008600",2811,"MHLTH",11.6,"Mental Health"
"3651000-36081008700",4582,"MHLTH",17.3,"Mental Health"
"3651000-36081008800",3095,"MHLTH",11.5,"Mental Health"
"3651000-36081009100",2796,"MHLTH",10.9,"Mental Health"
"3651000-36081009400",2834,"MHLTH",13.8,"Mental Health"
"3651000-36081009500",2289,"MHLTH",10.2,"Mental Health"
"3651000-36081009600",3135,"MHLTH",12.6,"Mental Health"
"3651000-36081009700",3580,"MHLTH",9.5,"Mental Health"
"3651000-36081009800",2688,"MHLTH",15.1,"Mental Health"
"3651000-36081010000",3571,"MHLTH",15,"Mental Health"
"3651000-36081010100",2552,"MHLTH",10.7,"Mental Health"
"3651000-36081010200",2677,"MHLTH",12.8,"Mental Health"
"3651000-36081010300",3934,"MHLTH",10.5,"Mental Health"
"3651000-36081010400",3147,"MHLTH",13.7,"Mental Health"
"3651000-36081010500",4244,"MHLTH",12.3,"Mental Health"
"3651000-36081010600",3427,"MHLTH",14.2,"Mental Health"
"3651000-36081010800",2980,"MHLTH",13.4,"Mental Health"
"3651000-36081011000",3075,"MHLTH",16.1,"Mental Health"
"3651000-36081011100",3050,"MHLTH",9.6,"Mental Health"
"3651000-36081011200",2358,"MHLTH",13.5,"Mental Health"
"3651000-36081011300",4234,"MHLTH",10.7,"Mental Health"
"3651000-36005006300",5280,"OBESITY",31.3,"Obesity"
"3651000-36081011400",1330,"MHLTH",15.7,"Mental Health"
"3651000-36081011500",2325,"MHLTH",9.6,"Mental Health"
"3651000-36081011600",2178,"MHLTH",13.1,"Mental Health"
"3651000-36081011700",3848,"MHLTH",11.5,"Mental Health"
"3651000-36081011800",2628,"MHLTH",13.4,"Mental Health"
"3651000-36081011900",1701,"MHLTH",10.8,"Mental Health"
"3651000-36081012000",2487,"MHLTH",13.8,"Mental Health"
"3651000-36081012100",2064,"MHLTH",11.6,"Mental Health"
"3651000-36081012200",2971,"MHLTH",13.4,"Mental Health"
"3651000-36081012301",2910,"MHLTH",10.6,"Mental Health"
"3651000-36081012400",2914,"MHLTH",12.5,"Mental Health"
"3651000-36081012500",1662,"MHLTH",10.7,"Mental Health"
"3651000-36081012601",2413,"MHLTH",12.8,"Mental Health"
"3651000-36081012602",2578,"MHLTH",13.1,"Mental Health"
"3651000-36081012800",2030,"MHLTH",10.9,"Mental Health"
"3651000-36081013000",1745,"MHLTH",10.4,"Mental Health"
"3651000-36081013200",1772,"MHLTH",11.6,"Mental Health"
"3651000-36081013400",5474,"MHLTH",10.8,"Mental Health"
"3651000-36081013500",1411,"MHLTH",10.6,"Mental Health"
"3651000-36081013600",1972,"MHLTH",9.8,"Mental Health"
"3651000-36081013700",1579,"MHLTH",10.6,"Mental Health"
"3651000-36081013800",3604,"MHLTH",10.3,"Mental Health"
"3651000-36081014000",3705,"MHLTH",10.2,"Mental Health"
"3651000-36081014100",1621,"MHLTH",12.1,"Mental Health"
"3651000-36081014201",4348,"MHLTH",14.1,"Mental Health"
"3651000-36081014202",2838,"MHLTH",12.8,"Mental Health"
"3651000-36081014300",4065,"MHLTH",11.4,"Mental Health"
"3651000-36081014400",2109,"MHLTH",13.8,"Mental Health"
"3651000-36081014500",2246,"MHLTH",11.3,"Mental Health"
"3651000-36081014700",3054,"MHLTH",10.4,"Mental Health"
"3651000-36081014800",2265,"MHLTH",14.1,"Mental Health"
"3651000-36081014900",2674,"MHLTH",10.8,"Mental Health"
"3651000-36081015000",2458,"MHLTH",12.7,"Mental Health"
"3651000-36081015100",2794,"MHLTH",10.7,"Mental Health"
"3651000-36081015200",2721,"MHLTH",14.4,"Mental Health"
"3651000-36081015300",2145,"MHLTH",11.1,"Mental Health"
"3651000-36081015400",2333,"MHLTH",13.3,"Mental Health"
"3651000-36081015500",2251,"MHLTH",10.6,"Mental Health"
"3651000-36081015600",3218,"MHLTH",13.4,"Mental Health"
"3651000-36081015700",1543,"MHLTH",11.9,"Mental Health"
"3651000-36081015801",3737,"MHLTH",14.7,"Mental Health"
"3651000-36081015802",4398,"MHLTH",14.2,"Mental Health"
"3651000-36081015900",4136,"MHLTH",12.4,"Mental Health"
"3651000-36081016100",2377,"MHLTH",11.7,"Mental Health"
"3651000-36081016300",4382,"MHLTH",15.8,"Mental Health"
"3651000-36081016400",3313,"MHLTH",13.9,"Mental Health"
"3651000-36081016600",3278,"MHLTH",14.1,"Mental Health"
"3651000-36081016800",2684,"MHLTH",13.1,"Mental Health"
"3651000-36081016900",5539,"MHLTH",9.8,"Mental Health"
"3651000-36081017000",2600,"MHLTH",14.1,"Mental Health"
"3651000-36081017200",2101,"MHLTH",13.6,"Mental Health"
"3651000-36081017400",2244,"MHLTH",12.7,"Mental Health"
"3651000-36081017600",2143,"MHLTH",13.6,"Mental Health"
"3651000-36081017800",1925,"MHLTH",14,"Mental Health"
"3651000-36081017900",1054,"MHLTH",11.7,"Mental Health"
"3651000-36081018000",1090,"MHLTH",15.4,"Mental Health"
"3651000-36081018101",4090,"MHLTH",12.3,"Mental Health"
"3651000-36081018102",3928,"MHLTH",10.2,"Mental Health"
"3651000-36081018200",2267,"MHLTH",12.8,"Mental Health"
"3651000-36081018300",6031,"MHLTH",10.5,"Mental Health"
"3651000-36081018401",2054,"MHLTH",11.9,"Mental Health"
"3651000-36005006400",3967,"OBESITY",34.7,"Obesity"
"3651000-36081018402",2223,"MHLTH",13,"Mental Health"
"3651000-36081018501",3611,"MHLTH",10.6,"Mental Health"
"3651000-36081018502",3633,"MHLTH",10.6,"Mental Health"
"3651000-36081018600",1623,"MHLTH",13.5,"Mental Health"
"3651000-36081018700",3088,"MHLTH",10.3,"Mental Health"
"3651000-36081018800",1236,"MHLTH",13,"Mental Health"
"3651000-36081018900",3492,"MHLTH",10.5,"Mental Health"
"3651000-36081019000",1969,"MHLTH",12.9,"Mental Health"
"3651000-36081019200",1914,"MHLTH",11.8,"Mental Health"
"3651000-36081019400",2628,"MHLTH",11.9,"Mental Health"
"3651000-36081019600",2643,"MHLTH",13.6,"Mental Health"
"3651000-36081019800",2930,"MHLTH",16.4,"Mental Health"
"3651000-36081019900",1028,"MHLTH",13.5,"Mental Health"
"3651000-36081020200",1387,"MHLTH",13.6,"Mental Health"
"3651000-36081020400",2098,"MHLTH",15.2,"Mental Health"
"3651000-36081020500",1202,"MHLTH",13.1,"Mental Health"
"3651000-36081020600",1712,"MHLTH",15.6,"Mental Health"
"3651000-36081020800",2539,"MHLTH",13,"Mental Health"
"3651000-36081021200",2754,"MHLTH",14.9,"Mental Health"
"3651000-36081021400",6194,"MHLTH",12.6,"Mental Health"
"3651000-36081021600",4016,"MHLTH",10.7,"Mental Health"
"3651000-36081022001",6074,"MHLTH",9.7,"Mental Health"
"3651000-36081022002",5569,"MHLTH",10,"Mental Health"
"3651000-36081023000",1795,"MHLTH",10.2,"Mental Health"
"3651000-36081023200",5090,"MHLTH",11,"Mental Health"
"3651000-36081023500",8278,"MHLTH",13.3,"Mental Health"
"3651000-36081023600",2638,"MHLTH",11,"Mental Health"
"3651000-36081023800",5101,"MHLTH",14.1,"Mental Health"
"3651000-36081024000",5464,"MHLTH",14.6,"Mental Health"
"3651000-36081024300",5440,"MHLTH",11,"Mental Health"
"3651000-36081024500",4942,"MHLTH",10,"Mental Health"
"3651000-36081024700",1509,"MHLTH",11.4,"Mental Health"
"3651000-36081024900",5546,"MHLTH",10.4,"Mental Health"
"3651000-36081025100",5720,"MHLTH",9.9,"Mental Health"
"3651000-36081025301",4591,"MHLTH",10.3,"Mental Health"
"3651000-36081025302",2876,"MHLTH",12.1,"Mental Health"
"3651000-36081025400",8207,"MHLTH",14.5,"Mental Health"
"3651000-36081025500",1507,"MHLTH",9.3,"Mental Health"
"3651000-36081025700",1542,"MHLTH",10.3,"Mental Health"
"3651000-36081025800",1978,"MHLTH",13,"Mental Health"
"3651000-36081025900",3516,"MHLTH",12.1,"Mental Health"
"3651000-36081026000",2339,"MHLTH",15.3,"Mental Health"
"3651000-36081026100",7414,"MHLTH",13.1,"Mental Health"
"3651000-36081026200",1465,"MHLTH",12.4,"Mental Health"
"3651000-36081026300",6220,"MHLTH",11.4,"Mental Health"
"3651000-36081026400",2257,"MHLTH",13.4,"Mental Health"
"3651000-36081026500",4494,"MHLTH",10.4,"Mental Health"
"3651000-36081026600",1755,"MHLTH",12.6,"Mental Health"
"3651000-36081026700",6002,"MHLTH",12.6,"Mental Health"
"3651000-36081026901",5304,"MHLTH",11.8,"Mental Health"
"3651000-36081026902",4444,"MHLTH",11.6,"Mental Health"
"3651000-36081027000",1647,"MHLTH",15.2,"Mental Health"
"3651000-36081027100",8726,"MHLTH",12.2,"Mental Health"
"3651000-36081027200",1846,"MHLTH",13.6,"Mental Health"
"3651000-36081027300",8631,"MHLTH",13.9,"Mental Health"
"3651000-36081027400",1735,"MHLTH",11.4,"Mental Health"
"3651000-36081027500",6887,"MHLTH",13,"Mental Health"
"3651000-36081027600",1165,"MHLTH",13.6,"Mental Health"
"3651000-36081027700",8757,"MHLTH",12.5,"Mental Health"
"3651000-36081027800",2256,"MHLTH",15.4,"Mental Health"
"3651000-36081027900",6317,"MHLTH",12.4,"Mental Health"
"3651000-36081028000",1551,"MHLTH",11.4,"Mental Health"
"3651000-36081028100",5722,"MHLTH",9.6,"Mental Health"
"3651000-36081028200",1545,"MHLTH",11.2,"Mental Health"
"3651000-36081028300",7415,"MHLTH",10.3,"Mental Health"
"3651000-36081028400",3438,"MHLTH",12.3,"Mental Health"
"3651000-36081028500",4729,"MHLTH",10.5,"Mental Health"
"3651000-36081028700",6232,"MHLTH",10,"Mental Health"
"3651000-36081028800",4230,"MHLTH",12.6,"Mental Health"
"3651000-36081028900",5176,"MHLTH",9.9,"Mental Health"
"3651000-36081029100",7039,"MHLTH",11.8,"Mental Health"
"3651000-36081029300",1351,"MHLTH",10.8,"Mental Health"
"3651000-36081029400",6664,"MHLTH",11.7,"Mental Health"
"3651000-36081029500",3670,"MHLTH",10,"Mental Health"
"3651000-36081029700",2162,"MHLTH",10.9,"Mental Health"
"3651000-36081030600",4213,"MHLTH",12.5,"Mental Health"
"3651000-36081030902",7992,"MHLTH",12.1,"Mental Health"
"3651000-36081030903",6743,"MHLTH",10.7,"Mental Health"
"3651000-36081030904",3712,"MHLTH",11.2,"Mental Health"
"3651000-36081031700",6151,"MHLTH",10.6,"Mental Health"
"3651000-36081032000",4645,"MHLTH",13,"Mental Health"
"3651000-36081032700",4255,"MHLTH",10.8,"Mental Health"
"3651000-36081032800",2409,"MHLTH",11.1,"Mental Health"
"3651000-36081032900",4018,"MHLTH",11.5,"Mental Health"
"3651000-36081033000",6170,"MHLTH",11.5,"Mental Health"
"3651000-36081033401",3128,"MHLTH",11.7,"Mental Health"
"3651000-36081033402",12575,"MHLTH",10.9,"Mental Health"
"3651000-36081033700",3619,"MHLTH",11.3,"Mental Health"
"3651000-36081033900",3400,"MHLTH",11.5,"Mental Health"
"3651000-36081034700",3268,"MHLTH",11.5,"Mental Health"
"3651000-36081035100",4240,"MHLTH",11,"Mental Health"
"3651000-36081035200",2414,"MHLTH",11.7,"Mental Health"
"3651000-36081035300",2690,"MHLTH",13.1,"Mental Health"
"3651000-36081035700",4947,"MHLTH",12,"Mental Health"
"3651000-36081035800",3927,"MHLTH",11.2,"Mental Health"
"3651000-36081036100",2426,"MHLTH",13.8,"Mental Health"
"3651000-36081036300",2397,"MHLTH",13.2,"Mental Health"
"3651000-36081036500",3885,"MHLTH",14.2,"Mental Health"
"3651000-36081036600",2592,"MHLTH",11.7,"Mental Health"
"3651000-36081036700",2676,"MHLTH",11.8,"Mental Health"
"3651000-36081036800",2362,"MHLTH",10.7,"Mental Health"
"3651000-36081037100",1597,"MHLTH",11.3,"Mental Health"
"3651000-36081037300",2532,"MHLTH",13.4,"Mental Health"
"3651000-36081037500",3783,"MHLTH",14.2,"Mental Health"
"3651000-36081037600",5598,"MHLTH",10.8,"Mental Health"
"3651000-36081037700",4227,"MHLTH",15.3,"Mental Health"
"3651000-36081037900",6214,"MHLTH",14.9,"Mental Health"
"3651000-36081038100",6808,"MHLTH",14.9,"Mental Health"
"3651000-36081038302",56,"MHLTH",11.4,"Mental Health"
"3651000-36081038400",2333,"MHLTH",12.2,"Mental Health"
"3651000-36081039400",2814,"MHLTH",11.4,"Mental Health"
"3651000-36081039800",1657,"MHLTH",10.8,"Mental Health"
"3651000-36081039900",4132,"MHLTH",13.3,"Mental Health"
"3651000-36081040000",1267,"MHLTH",10.6,"Mental Health"
"3651000-36081040100",7527,"MHLTH",14.8,"Mental Health"
"3651000-36081040200",1368,"MHLTH",10.7,"Mental Health"
"3651000-36081040300",6777,"MHLTH",14.4,"Mental Health"
"3651000-36081040400",3918,"MHLTH",12.8,"Mental Health"
"3651000-36081040500",3303,"MHLTH",16.9,"Mental Health"
"3651000-36081040700",8304,"MHLTH",14.5,"Mental Health"
"3651000-36081040900",5094,"MHLTH",16.1,"Mental Health"
"3651000-36081041100",3947,"MHLTH",14.1,"Mental Health"
"3651000-36081041300",4464,"MHLTH",15.2,"Mental Health"
"3651000-36081041400",4033,"MHLTH",13.6,"Mental Health"
"3651000-36081041500",4278,"MHLTH",14.4,"Mental Health"
"3651000-36081042400",2161,"MHLTH",10.5,"Mental Health"
"3651000-36081042600",512,"MHLTH",14.6,"Mental Health"
"3651000-36081042700",4604,"MHLTH",14.1,"Mental Health"
"3651000-36081043200",1166,"MHLTH",10.5,"Mental Health"
"3651000-36081043400",1956,"MHLTH",11,"Mental Health"
"3651000-36081043701",3381,"MHLTH",12.1,"Mental Health"
"3651000-36081043702",6476,"MHLTH",11.4,"Mental Health"
"3651000-36081043900",4790,"MHLTH",14.3,"Mental Health"
"3651000-36081044000",3669,"MHLTH",13.2,"Mental Health"
"3651000-36081044301",4033,"MHLTH",14,"Mental Health"
"3651000-36081044302",5223,"MHLTH",12,"Mental Health"
"3651000-36081044400",3236,"MHLTH",15,"Mental Health"
"3651000-36081044601",3367,"MHLTH",13.1,"Mental Health"
"3651000-36081044602",4596,"MHLTH",14.6,"Mental Health"
"3651000-36081044800",2571,"MHLTH",10.7,"Mental Health"
"3651000-36081045000",1943,"MHLTH",9.7,"Mental Health"
"3651000-36081045200",1153,"MHLTH",8.9,"Mental Health"
"3651000-36081045400",4773,"MHLTH",10.1,"Mental Health"
"3651000-36081045500",12330,"MHLTH",13,"Mental Health"
"3651000-36081045600",1338,"MHLTH",10.1,"Mental Health"
"3651000-36081045700",3355,"MHLTH",9.2,"Mental Health"
"3651000-36081045800",2016,"MHLTH",8.4,"Mental Health"
"3651000-36081045900",3975,"MHLTH",12.5,"Mental Health"
"3651000-36081046000",6006,"MHLTH",14.1,"Mental Health"
"3651000-36081046100",3089,"MHLTH",12.9,"Mental Health"
"3651000-36081046200",7296,"MHLTH",13.8,"Mental Health"
"3651000-36081046300",4284,"MHLTH",12.9,"Mental Health"
"3651000-36081046400",1643,"MHLTH",9.9,"Mental Health"
"3651000-36081046500",4247,"MHLTH",13.3,"Mental Health"
"3651000-36081046600",3058,"MHLTH",9.9,"Mental Health"
"3651000-36081046700",7112,"MHLTH",14.6,"Mental Health"
"3651000-36081046800",3829,"MHLTH",12,"Mental Health"
"3651000-36081046900",8570,"MHLTH",12.8,"Mental Health"
"3651000-36081047000",3247,"MHLTH",13.3,"Mental Health"
"3651000-36081047100",4425,"MHLTH",11.2,"Mental Health"
"3651000-36081047200",3760,"MHLTH",9.6,"Mental Health"
"3651000-36081047300",3997,"MHLTH",10,"Mental Health"
"3651000-36081047500",4835,"MHLTH",10,"Mental Health"
"3651000-36081047600",1326,"MHLTH",8.4,"Mental Health"
"3651000-36081047800",5294,"MHLTH",9.7,"Mental Health"
"3651000-36081047900",5456,"MHLTH",10.3,"Mental Health"
"3651000-36081048000",2506,"MHLTH",12.7,"Mental Health"
"3651000-36081048100",6781,"MHLTH",13.1,"Mental Health"
"3651000-36081048200",1452,"MHLTH",10.5,"Mental Health"
"3651000-36081048300",4047,"MHLTH",10.9,"Mental Health"
"3651000-36081048400",4979,"MHLTH",11.8,"Mental Health"
"3651000-36081048500",4598,"MHLTH",9.5,"Mental Health"
"3651000-36081048900",1486,"MHLTH",11.5,"Mental Health"
"3651000-36081049200",4750,"MHLTH",11.1,"Mental Health"
"3651000-36081049301",2134,"MHLTH",11.8,"Mental Health"
"3651000-36081049302",2811,"MHLTH",11.6,"Mental Health"
"3651000-36081049500",1358,"MHLTH",11.1,"Mental Health"
"3651000-36081049600",3030,"MHLTH",12.5,"Mental Health"
"3651000-36081049700",3021,"MHLTH",11,"Mental Health"
"3651000-36081049900",5071,"MHLTH",11,"Mental Health"
"3651000-36081050000",4323,"MHLTH",14.1,"Mental Health"
"3651000-36081050201",1410,"MHLTH",11.1,"Mental Health"
"3651000-36081050202",1344,"MHLTH",12.2,"Mental Health"
"3651000-36081050400",1831,"MHLTH",12,"Mental Health"
"3651000-36081050500",1657,"MHLTH",10.1,"Mental Health"
"3651000-36081050600",1553,"MHLTH",11.4,"Mental Health"
"3651000-36081050700",3442,"MHLTH",10.8,"Mental Health"
"3651000-36081050800",1837,"MHLTH",11.2,"Mental Health"
"3651000-36081051000",1540,"MHLTH",10.2,"Mental Health"
"3651000-36081051100",2097,"MHLTH",10,"Mental Health"
"3651000-36081051200",2619,"MHLTH",12.2,"Mental Health"
"3651000-36081051300",2367,"MHLTH",10.8,"Mental Health"
"3651000-36081051500",2852,"MHLTH",10.7,"Mental Health"
"3651000-36081051600",1866,"MHLTH",11.7,"Mental Health"
"3651000-36081051700",1957,"MHLTH",12.7,"Mental Health"
"3651000-36081051800",1931,"MHLTH",12.2,"Mental Health"
"3651000-36081052000",1521,"MHLTH",11.5,"Mental Health"
"3651000-36081052100",1983,"MHLTH",12.1,"Mental Health"
"3651000-36081052200",1532,"MHLTH",10.7,"Mental Health"
"3651000-36081052400",1739,"MHLTH",11.1,"Mental Health"
"3651000-36081052500",2063,"MHLTH",11.7,"Mental Health"
"3651000-36081052600",1802,"MHLTH",12.7,"Mental Health"
"3651000-36081052800",1442,"MHLTH",12.9,"Mental Health"
"3651000-36081053000",2240,"MHLTH",10.5,"Mental Health"
"3651000-36081053100",3114,"MHLTH",12.2,"Mental Health"
"3651000-36081053200",1675,"MHLTH",10.5,"Mental Health"
"3651000-36081053401",1907,"MHLTH",10.4,"Mental Health"
"3651000-36081053500",1123,"MHLTH",12.2,"Mental Health"
"3651000-36081053601",1577,"MHLTH",12.2,"Mental Health"
"3651000-36081053800",1755,"MHLTH",10.7,"Mental Health"
"3651000-36081053900",4147,"MHLTH",11.4,"Mental Health"
"3651000-36081054000",4222,"MHLTH",14,"Mental Health"
"3651000-36081054200",5074,"MHLTH",11.7,"Mental Health"
"3651000-36081054500",3722,"MHLTH",13.8,"Mental Health"
"3651000-36081054700",4643,"MHLTH",12.8,"Mental Health"
"3651000-36081054800",2319,"MHLTH",10.5,"Mental Health"
"3651000-36081054900",5308,"MHLTH",13.6,"Mental Health"
"3651000-36081055100",4573,"MHLTH",13,"Mental Health"
"3651000-36081055200",3064,"MHLTH",11.7,"Mental Health"
"3651000-36081055300",2454,"MHLTH",13.5,"Mental Health"
"3651000-36081055400",2303,"MHLTH",11,"Mental Health"
"3651000-36081055500",2147,"MHLTH",12.8,"Mental Health"
"3651000-36081055600",2153,"MHLTH",10.4,"Mental Health"
"3651000-36081055700",3915,"MHLTH",12.2,"Mental Health"
"3651000-36081055800",1732,"MHLTH",11,"Mental Health"
"3651000-36081055900",1217,"MHLTH",12,"Mental Health"
